197	0	0	gadhafi	0.716049382716	0.037037037037	0.16049382716	0.0493827160494	0.037037037037
197	0	1	coach	0.2	0.2	0.2	0.2	0.2
197	0	1	liar	0.2	0.2	0.2	0.2	0.2
197	0	1	manageress	0.2	0.2	0.2	0.2	0.2
197	0	1	manager	0.2	0.2	0.2	0.2	0.2
197	0	1	nephew	0.2	0.2	0.2	0.2	0.2
197	0	1	girl friday	0.2	0.2	0.2	0.2	0.2
197	0	1	gossip	0.2	0.2	0.2	0.2	0.2
197	0	1	air force officer	0.2	0.2	0.2	0.2	0.2
197	0	1	voter	0.2	0.2	0.2	0.2	0.2
197	0	1	buddy	0.2	0.2	0.2	0.2	0.2
197	0	1	sports fan	0.2	0.2	0.2	0.2	0.2
197	0	1	father	0.00917431192661	0.938837920489	0.00917431192661	0.0152905198777	0.0275229357798
197	0	0	taleban	0.833333333333	0.0384615384615	0.0384615384615	0.0512820512821	0.0384615384615
197	0	1	shoplifter	0.2	0.2	0.2	0.2	0.2
197	0	0	sniper	0.866197183099	0.0352112676056	0.0211267605634	0.056338028169	0.0211267605634
197	0	1	merchant	0.2	0.2	0.2	0.2	0.2
197	0	1	woman	0.00651465798046	0.00651465798046	0.00488599348534	0.00488599348534	0.977198697068
197	0	1	jerk	0.2	0.2	0.2	0.2	0.2
197	0	1	patrolman	0.2	0.2	0.2	0.2	0.2
197	0	0	assad	0.959459459459	0.0101351351351	0.0101351351351	0.0101351351351	0.0101351351351
197	0	1	right-hand man	0.2	0.2	0.2	0.2	0.2
197	0	1	scholar	0.2	0.2	0.2	0.2	0.2
197	0	0	policeman	0.912408759124	0.021897810219	0.021897810219	0.021897810219	0.021897810219
197	0	1	skilled worker	0.2	0.2	0.2	0.2	0.2
197	0	1	celebrity	0.2	0.2	0.2	0.2	0.2
197	0	1	voyeur	0.2	0.2	0.2	0.2	0.2
197	0	1	brother	0.2	0.2	0.2	0.2	0.2
197	0	1	grandfather	0.2	0.2	0.2	0.2	0.2
197	0	1	boozer	0.2	0.2	0.2	0.2	0.2
197	0	1	lobbyist	0.2	0.2	0.2	0.2	0.2
197	0	1	computer expert	0.2	0.2	0.2	0.2	0.2
197	0	1	guy	0.2	0.2	0.2	0.2	0.2
197	0	1	great grandfather	0.2	0.2	0.2	0.2	0.2
197	0	0	iran	0.945263157895	0.00210526315789	0.00210526315789	0.00280701754386	0.0477192982456
197	0	1	felon	0.2	0.2	0.2	0.2	0.2
197	0	1	playmate	0.2	0.2	0.2	0.2	0.2
197	0	1	preacher	0.2	0.2	0.2	0.2	0.2
197	0	1	crook	0.2	0.2	0.2	0.2	0.2
197	0	1	negotiator	0.2	0.2	0.2	0.2	0.2
197	0	1	lawyer	0.2	0.2	0.2	0.2	0.2
197	0	1	grandparent	0.2	0.2	0.2	0.2	0.2
197	0	1	murderer	0.0714285714286	0.595238095238	0.0714285714286	0.190476190476	0.0714285714286
197	0	1	bully	0.2	0.2	0.2	0.2	0.2
